localizacao;DataHora;CF;CC;link;Dia;Hora;Valor
Frydos Autosupply n' More;10/01/2014 18:57;L6119;C7889;credit;10 - Sexta-feira;18;98
Guy's Gyros;10/01/2014 19:45;L8148;C6816;both;10 - Sexta-feira;19;24
Hippokampos;10/01/2014 19:46;L7783;C1415;credit;10 - Sexta-feira;19;48
Katerina’s Café;10/01/2014 19:50;L8328;C8129;credit;10 - Sexta-feira;19;20
Guy's Gyros;10/01/2014 19:54;L8566;C4795;both;10 - Sexta-feira;19;28
Hippokampos;10/01/2014 19:56;L6417;C7117;both;10 - Sexta-feira;19;20
Katerina’s Café;10/01/2014 19:56;L3295;C5921;both;10 - Sexta-feira;19;22
Frydos Autosupply n' More;10/01/2014 20:02;L2343;C8202;both;10 - Sexta-feira;20;44
Katerina’s Café;10/01/2014 20:08;L3259;C9405;both;10 - Sexta-feira;20;16
Hippokampos;10/01/2014 20:09;L4164;C7688;credit;10 - Sexta-feira;20;70
Katerina’s Café;10/01/2014 20:09;L6110;C8411;both;10 - Sexta-feira;20;8
Guy's Gyros;10/01/2014 20:09;L9363;C6901;both;10 - Sexta-feira;20;30
Albert's Fine Clothing;10/01/2014 20:11;L3366;C6895;both;10 - Sexta-feira;20;126
Frydos Autosupply n' More;10/01/2014 20:15;L3800;C7384;credit;10 - Sexta-feira;20;237
Shoppers' Delight;10/01/2014 20:17;L5259;C7819;both;10 - Sexta-feira;20;280
Guy's Gyros;10/01/2014 20:20;L6544;C7108;credit;10 - Sexta-feira;20;36
Guy's Gyros;10/01/2014 20:23;L1485;C3853;credit;10 - Sexta-feira;20;37
Katerina’s Café;10/01/2014 20:42;L4034;C5407;both;10 - Sexta-feira;20;21
Hippokampos;10/01/2014 20:50;L2070;C8332;both;10 - Sexta-feira;20;17
Roberts and Sons;10/01/2014 21:11;L9254;C7354;credit;10 - Sexta-feira;21;241
Guy's Gyros;10/01/2014 21:13;L2247;C5368;both;10 - Sexta-feira;21;26
Hippokampos;10/01/2014 21:17;L5224;C8156;credit;10 - Sexta-feira;21;27
General Grocer;10/01/2014 21:28;L2169;C4434;both;10 - Sexta-feira;21;227
Hippokampos;10/01/2014 22:21;L6886;C2463;credit;10 - Sexta-feira;22;80
Katerina’s Café;11/01/2014 13:19;L5224;C8156;both;11 - Sábado;13;45
Katerina’s Café;11/01/2014 13:23;L9018;C2418;both;11 - Sábado;13;45
Katerina’s Café;11/01/2014 13:32;L3366;C6895;both;11 - Sábado;13;29
Abila Zacharo;11/01/2014 13:32;L8012;C1310;both;11 - Sábado;13;55
Abila Zacharo;11/01/2014 13:33;L5947;C2540;both;11 - Sábado;13;90
Gelatogalore;11/01/2014 13:35;L5553;C9617;both;11 - Sábado;13;17
Hippokampos;11/01/2014 13:36;L2169;C4434;credit;11 - Sábado;13;103
Hippokampos;11/01/2014 13:37;L5777;C9551;credit;11 - Sábado;13;76
Hippokampos;11/01/2014 13:37;L6267;C6899;credit;11 - Sábado;13;82
Ouzeri Elian;11/01/2014 13:40;L8328;C8129;credit;11 - Sábado;13;19
Katerina’s Café;11/01/2014 13:43;L2490;C3484;both;11 - Sábado;13;72
Hippokampos;11/01/2014 13:47;L4164;C7688;credit;11 - Sábado;13;31
Katerina’s Café;11/01/2014 13:50;L4149;C1321;both;11 - Sábado;13;23
Abila Zacharo;11/01/2014 13:51;L1682;C7253;credit;11 - Sábado;13;32
Gelatogalore;11/01/2014 13:59;L1485;C3853;credit;11 - Sábado;13;19
Kalami Kafenion;11/01/2014 14:09;L6417;C7117;both;11 - Sábado;14;36
Kalami Kafenion;11/01/2014 14:16;L6544;C7108;both;11 - Sábado;14;39
Katerina’s Café;11/01/2014 14:17;L9637;C2142;both;11 - Sábado;14;26
Abila Zacharo;11/01/2014 14:19;L9363;C6901;both;11 - Sábado;14;45
Shoppers' Delight;11/01/2014 15:15;L5553;C9617;credit;11 - Sábado;15;157
Shoppers' Delight;11/01/2014 15:20;L9018;C2418;both;11 - Sábado;15;239
General Grocer;11/01/2014 15:31;L8328;C8129;both;11 - Sábado;15;78
Roberts and Sons;11/01/2014 16:00;L8012;C1310;credit;11 - Sábado;16;256
Albert's Fine Clothing;11/01/2014 16:01;L2169;C4434;both;11 - Sábado;16;211
Frydos Autosupply n' More;11/01/2014 16:09;L4164;C7688;both;11 - Sábado;16;53
Ahaggo Museum;11/01/2014 16:24;L8566;C4795;both;11 - Sábado;16;89
Ahaggo Museum;11/01/2014 17:16;L7291;C9683;credit;11 - Sábado;17;52
Katerina’s Café;11/01/2014 19:08;L5553;C9617;both;11 - Sábado;19;56
Kalami Kafenion;11/01/2014 19:17;L5259;C7819;both;11 - Sábado;19;24
Ouzeri Elian;11/01/2014 19:21;L6267;C6899;both;11 - Sábado;19;69
Hippokampos;11/01/2014 19:26;L4164;C7688;both;11 - Sábado;19;66
Albert's Fine Clothing;11/01/2014 19:27;L5224;C8156;both;11 - Sábado;19;105
Hippokampos;11/01/2014 19:27;L7291;C9683;both;11 - Sábado;19;33
Hippokampos;11/01/2014 19:29;L8566;C4795;both;11 - Sábado;19;63
Katerina’s Café;11/01/2014 19:31;L9637;C2142;both;11 - Sábado;19;33
Katerina’s Café;11/01/2014 19:32;L6267;C6899;both;11 - Sábado;19;21
Hippokampos;11/01/2014 19:33;L3014;C1877;credit;11 - Sábado;19;11
Guy's Gyros;11/01/2014 19:34;L8148;C6816;credit;11 - Sábado;19;55
Katerina’s Café;11/01/2014 19:40;L5947;C2540;both;11 - Sábado;19;57
Shoppers' Delight;11/01/2014 19:44;L5777;C9551;credit;11 - Sábado;19;149
Hippokampos;11/01/2014 19:45;L2070;C8332;both;11 - Sábado;19;63
Katerina’s Café;11/01/2014 19:50;L6119;C7889;both;11 - Sábado;19;13
Katerina’s Café;11/01/2014 19:51;L8012;C1310;both;11 - Sábado;19;46
Katerina’s Café;11/01/2014 19:52;L6110;C8411;credit;11 - Sábado;19;16
Hippokampos;11/01/2014 19:53;L3191;C9635;both;11 - Sábado;19;67
Guy's Gyros;11/01/2014 19:57;L2247;C5368;both;11 - Sábado;19;36
Katerina’s Café;11/01/2014 20:00;L9406;C4948;both;11 - Sábado;20;26
Kalami Kafenion;11/01/2014 20:04;L3288;C1286;both;11 - Sábado;20;50
Ouzeri Elian;11/01/2014 20:04;L1107;C2681;credit;11 - Sábado;20;17
Katerina’s Café;11/01/2014 20:06;L2343;C8202;both;11 - Sábado;20;52
Guy's Gyros;11/01/2014 20:06;L3800;C7384;both;11 - Sábado;20;34
Guy's Gyros;11/01/2014 20:09;L9254;C7354;both;11 - Sábado;20;16
Frydos Autosupply n' More;11/01/2014 20:13;L4034;C5407;credit;11 - Sábado;20;211
Katerina’s Café;11/01/2014 20:13;L3259;C9405;both;11 - Sábado;20;10
Frydos Autosupply n' More;11/01/2014 20:22;L8328;C8129;both;11 - Sábado;20;236
Hippokampos;11/01/2014 20:23;L7783;C1415;both;11 - Sábado;20;70
Katerina’s Café;11/01/2014 20:24;L9018;C2418;both;11 - Sábado;20;95
Frydos Autosupply n' More;11/01/2014 20:26;L9363;C6901;both;11 - Sábado;20;261
Hippokampos;11/01/2014 20:27;L6417;C7117;both;11 - Sábado;20;70
Kalami Kafenion;11/01/2014 20:30;L6544;C7108;credit;11 - Sábado;20;47
Katerina’s Café;11/01/2014 20:46;L4424;C1874;credit;11 - Sábado;20;58
Kronos Mart;12/01/2014 03:39;L5224;C8156;credit;12 - Domingo;3;277
Ouzeri Elian;12/01/2014 13:03;L2070;C8332;both;12 - Domingo;13;39
Ouzeri Elian;12/01/2014 13:17;L4034;C5407;both;12 - Domingo;13;98
Hippokampos;12/01/2014 13:25;L9637;C2142;both;12 - Domingo;13;13
Ouzeri Elian;12/01/2014 13:28;L5259;C7819;both;12 - Domingo;13;25
Ouzeri Elian;12/01/2014 13:30;L8012;C1310;both;12 - Domingo;13;72
Guy's Gyros;12/01/2014 13:31;L9363;C6901;both;12 - Domingo;13;35
Ouzeri Elian;12/01/2014 13:32;L5224;C8156;both;12 - Domingo;13;117
Hippokampos;12/01/2014 13:35;L6417;C7117;both;12 - Domingo;13;29
Gelatogalore;12/01/2014 13:40;L3288;C1286;credit;12 - Domingo;13;20
Abila Zacharo;12/01/2014 13:45;L7291;C9683;both;12 - Domingo;13;11
Desafio Golf Course;12/01/2014 13:45;L6886;C2463;both;12 - Domingo;13;129
Kalami Kafenion;12/01/2014 13:52;L5947;C2540;credit;12 - Domingo;13;54
Hippokampos;12/01/2014 13:54;L6119;C7889;both;12 - Domingo;13;9
Kalami Kafenion;12/01/2014 13:55;L7814;C3492;both;12 - Domingo;13;15
Hippokampos;12/01/2014 14:04;L4424;C1874;both;12 - Domingo;14;13
Hippokampos;12/01/2014 14:06;L5777;C9551;credit;12 - Domingo;14;72
Desafio Golf Course;12/01/2014 14:13;L4164;C7688;credit;12 - Domingo;14;221
Desafio Golf Course;12/01/2014 14:14;L2070;C8332;both;12 - Domingo;14;198
Guy's Gyros;12/01/2014 14:16;L8328;C8129;both;12 - Domingo;14;30
Shoppers' Delight;12/01/2014 15:10;L8012;C1310;both;12 - Domingo;15;136
Shoppers' Delight;12/01/2014 15:24;L3288;C1286;both;12 - Domingo;15;86
Shoppers' Delight;12/01/2014 15:32;L5259;C7819;both;12 - Domingo;15;204
General Grocer;12/01/2014 15:46;L6417;C7117;both;12 - Domingo;15;159
Albert's Fine Clothing;12/01/2014 15:49;L9637;C2142;both;12 - Domingo;15;196
Shoppers' Delight;12/01/2014 16:08;L9362;C3547;both;12 - Domingo;16;52
Ahaggo Museum;12/01/2014 16:27;L9363;C6901;both;12 - Domingo;16;120
Katerina’s Café;12/01/2014 19:18;L6119;C7889;both;12 - Domingo;19;13
Katerina’s Café;12/01/2014 19:21;L1682;C7253;both;12 - Domingo;19;12
Hippokampos;12/01/2014 19:22;L4149;C1321;both;12 - Domingo;19;27
Guy's Gyros;12/01/2014 19:26;L6544;C7108;both;12 - Domingo;19;42
Shoppers' Delight;12/01/2014 19:26;L3800;C7384;both;12 - Domingo;19;211
Hippokampos;12/01/2014 19:29;L7783;C1415;both;12 - Domingo;19;67
Guy's Gyros;12/01/2014 19:32;L1485;C3853;both;12 - Domingo;19;34
Hippokampos;12/01/2014 19:35;L3366;C6895;both;12 - Domingo;19;49
Guy's Gyros;12/01/2014 19:36;L9254;C7354;credit;12 - Domingo;19;12
Katerina’s Café;12/01/2014 19:43;L4034;C5407;both;12 - Domingo;19;41
Hippokampos;12/01/2014 19:44;L2070;C8332;both;12 - Domingo;19;27
Katerina’s Café;12/01/2014 19:47;L7814;C3492;credit;12 - Domingo;19;17
Gelatogalore;12/01/2014 19:50;L3288;C1286;both;12 - Domingo;19;36
Hippokampos;12/01/2014 19:51;L5224;C8156;both;12 - Domingo;19;52
Frydos Autosupply n' More;12/01/2014 19:52;L2247;C5368;both;12 - Domingo;19;89
Albert's Fine Clothing;12/01/2014 19:58;L3014;C1877;both;12 - Domingo;19;63
Ouzeri Elian;12/01/2014 19:59;L6267;C6899;both;12 - Domingo;19;56
Katerina’s Café;12/01/2014 20:04;L8328;C8129;both;12 - Domingo;20;39
Hippokampos;12/01/2014 20:05;L3191;C9635;both;12 - Domingo;20;78
Katerina’s Café;12/01/2014 20:11;L9362;C3547;both;12 - Domingo;20;67
Katerina’s Café;12/01/2014 20:12;L3259;C9405;both;12 - Domingo;20;15
Katerina’s Café;12/01/2014 20:13;L9637;C2142;credit;12 - Domingo;20;40
Hippokampos;12/01/2014 20:15;L5947;C2540;credit;12 - Domingo;20;69
Katerina’s Café;12/01/2014 20:17;L6110;C8411;both;12 - Domingo;20;16
Katerina’s Café;12/01/2014 20:35;L9406;C4948;both;12 - Domingo;20;40
Hippokampos;12/01/2014 20:38;L4164;C7688;both;12 - Domingo;20;63
Frydos Autosupply n' More;12/01/2014 20:43;L2343;C8202;both;12 - Domingo;20;162
Katerina’s Café;12/01/2014 20:48;L4424;C1874;credit;12 - Domingo;20;87
Kronos Mart;13/01/2014 03:00;L4034;C5407;credit;13 - Segunda-feira;3;147
Daily Dealz;13/01/2014 06:04;L5777;C9551;credit;13 - Segunda-feira;6;2
Hallowed Grounds;13/01/2014 07:32;L6119;C7889;both;13 - Segunda-feira;7;9
Brew've Been Served;13/01/2014 07:36;L2247;C5368;credit;13 - Segunda-feira;7;16
Brew've Been Served;13/01/2014 07:38;L3800;C7384;both;13 - Segunda-feira;7;8
Coffee Cameleon;13/01/2014 07:40;L9362;C3547;both;13 - Segunda-feira;7;20
Brew've Been Served;13/01/2014 07:40;L7291;C9683;both;13 - Segunda-feira;7;8
Hallowed Grounds;13/01/2014 07:42;L8012;C1310;credit;13 - Segunda-feira;7;3
Brew've Been Served;13/01/2014 07:43;L8148;C6816;credit;13 - Segunda-feira;7;24
Hallowed Grounds;13/01/2014 07:43;L7814;C3492;both;13 - Segunda-feira;7;14
Brew've Been Served;13/01/2014 07:43;L8566;C4795;both;13 - Segunda-feira;7;19
Hallowed Grounds;13/01/2014 07:44;L3259;C9405;both;13 - Segunda-feira;7;6
Brew've Been Served;13/01/2014 07:53;L9254;C7354;both;13 - Segunda-feira;7;20
Hallowed Grounds;13/01/2014 07:54;L6544;C7108;both;13 - Segunda-feira;7;19
Coffee Cameleon;13/01/2014 07:55;L9018;C2418;both;13 - Segunda-feira;7;17
Brew've Been Served;13/01/2014 07:55;L4034;C5407;credit;13 - Segunda-feira;7;6
Brew've Been Served;13/01/2014 07:56;L9406;C4948;both;13 - Segunda-feira;7;10
Brew've Been Served;13/01/2014 07:57;L2490;C3484;credit;13 - Segunda-feira;7;78
Hallowed Grounds;13/01/2014 07:57;L6267;C6899;both;13 - Segunda-feira;7;6
Brew've Been Served;13/01/2014 08:00;L6110;C8411;both;13 - Segunda-feira;8;13
Kronos Mart;13/01/2014 08:01;L8148;C6816;credit;13 - Segunda-feira;8;159
Coffee Cameleon;13/01/2014 08:02;L1682;C7253;both;13 - Segunda-feira;8;5
Brew've Been Served;13/01/2014 08:04;L2169;C4434;both;13 - Segunda-feira;8;16
Hallowed Grounds;13/01/2014 08:06;L1107;C2681;credit;13 - Segunda-feira;8;56
Brew've Been Served;13/01/2014 08:07;L3288;C1286;both;13 - Segunda-feira;8;11
Coffee Cameleon;13/01/2014 08:12;L9637;C2142;both;13 - Segunda-feira;8;18
Abila Airport;13/01/2014 08:15;L4063;C9220;both;13 - Segunda-feira;8;3617
Brew've Been Served;13/01/2014 08:21;L9363;C6901;credit;13 - Segunda-feira;8;13
Brew've Been Served;13/01/2014 08:22;L5259;C7819;both;13 - Segunda-feira;8;7
Brew've Been Served;13/01/2014 08:23;L2343;C8202;both;13 - Segunda-feira;8;20
Kronos Pipe and Irrigation;13/01/2014 08:58;L4063;C9220;credit;13 - Segunda-feira;8;2893
Nationwide Refinery;13/01/2014 10:12;L9633;C9735;both;13 - Segunda-feira;10;205
Maximum Iron and Steel;13/01/2014 10:20;L4063;C9220;both;13 - Segunda-feira;10;690
Coffee Shack;13/01/2014 12:00;L6417;C7117;both;13 - Segunda-feira;12;4
Bean There Done That;13/01/2014 12:00;L7783;C1415;both;13 - Segunda-feira;12;8
Bean There Done That;13/01/2014 12:00;L3191;C9635;credit;13 - Segunda-feira;12;98
Brewed Awakenings;13/01/2014 12:00;L4164;C7688;both;13 - Segunda-feira;12;13
Jack's Magical Beans;13/01/2014 12:00;L6267;C6899;both;13 - Segunda-feira;12;18
Brewed Awakenings;13/01/2014 12:00;L5947;C2540;credit;13 - Segunda-feira;12;56
Bean There Done That;13/01/2014 12:00;L3014;C1877;both;13 - Segunda-feira;12;20
Brewed Awakenings;13/01/2014 12:00;L2070;C8332;both;13 - Segunda-feira;12;16
Bean There Done That;13/01/2014 12:00;L4149;C1321;both;13 - Segunda-feira;12;6
Bean There Done That;13/01/2014 12:00;L4424;C1874;both;13 - Segunda-feira;12;10
Bean There Done That;13/01/2014 12:00;L5553;C9617;both;13 - Segunda-feira;12;15
Bean There Done That;13/01/2014 12:00;L3366;C6895;both;13 - Segunda-feira;12;19
Carlyle Chemical Inc.;13/01/2014 12:00;L4063;C9220;both;13 - Segunda-feira;12;1719
Jack's Magical Beans;13/01/2014 12:00;L3288;C1286;both;13 - Segunda-feira;12;5
Jack's Magical Beans;13/01/2014 12:00;L5224;C8156;both;13 - Segunda-feira;12;10
Jack's Magical Beans;13/01/2014 12:00;L6886;C2463;both;13 - Segunda-feira;12;18
Abila Airport;13/01/2014 12:11;L2769;C8642;both;13 - Segunda-feira;12;4417
Hippokampos;13/01/2014 12:27;L2169;C4434;both;13 - Segunda-feira;12;17
Ouzeri Elian;13/01/2014 12:55;L4063;C9220;both;13 - Segunda-feira;12;20
Gelatogalore;13/01/2014 13:03;L5224;C8156;both;13 - Segunda-feira;13;33
U-Pump;13/01/2014 13:18;L5777;C9551;credit;13 - Segunda-feira;13;55
Gelatogalore;13/01/2014 13:19;L2070;C8332;credit;13 - Segunda-feira;13;46
Abila Zacharo;13/01/2014 13:20;L8148;C6816;credit;13 - Segunda-feira;13;80
Abila Zacharo;13/01/2014 13:21;L3288;C1286;both;13 - Segunda-feira;13;65
Katerina’s Café;13/01/2014 13:23;L9018;C2418;both;13 - Segunda-feira;13;39
Hippokampos;13/01/2014 13:24;L1682;C7253;both;13 - Segunda-feira;13;36
Abila Zacharo;13/01/2014 13:27;L7291;C9683;both;13 - Segunda-feira;13;9
Hippokampos;13/01/2014 13:28;L5777;C9551;both;13 - Segunda-feira;13;31
Guy's Gyros;13/01/2014 13:33;L5947;C2540;both;13 - Segunda-feira;13;27
Katerina’s Café;13/01/2014 13:34;L6267;C6899;both;13 - Segunda-feira;13;26
Abila Zacharo;13/01/2014 13:34;L4149;C1321;both;13 - Segunda-feira;13;27
Hippokampos;13/01/2014 13:34;L9254;C7354;credit;13 - Segunda-feira;13;60
Katerina’s Café;13/01/2014 13:36;L3259;C9405;credit;13 - Segunda-feira;13;17
Ouzeri Elian;13/01/2014 13:37;L8566;C4795;credit;13 - Segunda-feira;13;95
Guy's Gyros;13/01/2014 13:39;L9637;C2142;both;13 - Segunda-feira;13;37
Katerina’s Café;13/01/2014 13:40;L4424;C1874;both;13 - Segunda-feira;13;8
Guy's Gyros;13/01/2014 13:40;L6886;C2463;both;13 - Segunda-feira;13;29
Gelatogalore;13/01/2014 13:41;L7783;C1415;both;13 - Segunda-feira;13;37
Abila Zacharo;13/01/2014 13:42;L3191;C9635;both;13 - Segunda-feira;13;12
Abila Zacharo;13/01/2014 13:48;L1485;C3853;credit;13 - Segunda-feira;13;116
Ouzeri Elian;13/01/2014 13:48;L8012;C1310;both;13 - Segunda-feira;13;8
Katerina’s Café;13/01/2014 13:48;L7814;C3492;both;13 - Segunda-feira;13;24
Hippokampos;13/01/2014 13:50;L3800;C7384;credit;13 - Segunda-feira;13;92
Abila Zacharo;13/01/2014 13:51;L5259;C7819;both;13 - Segunda-feira;13;17
Guy's Gyros;13/01/2014 13:51;L6110;C8411;both;13 - Segunda-feira;13;21
Katerina’s Café;13/01/2014 13:52;L9362;C3547;both;13 - Segunda-feira;13;30
Kalami Kafenion;13/01/2014 13:55;L2247;C5368;both;13 - Segunda-feira;13;20
Guy's Gyros;13/01/2014 14:00;L6417;C7117;both;13 - Segunda-feira;14;38
Gelatogalore;13/01/2014 14:00;L2343;C8202;both;13 - Segunda-feira;14;36
Gelatogalore;13/01/2014 14:01;L1107;C2681;credit;13 - Segunda-feira;14;117
Hippokampos;13/01/2014 14:04;L5553;C9617;both;13 - Segunda-feira;14;25
Ouzeri Elian;13/01/2014 14:06;L3014;C1877;both;13 - Segunda-feira;14;30
Guy's Gyros;13/01/2014 14:13;L9363;C6901;both;13 - Segunda-feira;14;13
Hippokampos;13/01/2014 14:21;L9406;C4948;both;13 - Segunda-feira;14;27
Guy's Gyros;13/01/2014 14:33;L8328;C8129;credit;13 - Segunda-feira;14;117
Abila Airport;13/01/2014 16:56;L2769;C8642;both;13 - Segunda-feira;16;2228
Frydos Autosupply n' More;13/01/2014 19:20;L5777;C9551;credit;13 - Segunda-feira;19;10000
Shoppers' Delight;13/01/2014 19:27;L1485;C3853;both;13 - Segunda-feira;19;216
Ouzeri Elian;13/01/2014 19:30;L5777;C9551;both;13 - Segunda-feira;19;29
Frydos Autosupply n' More;13/01/2014 19:41;L8328;C8129;both;13 - Segunda-feira;19;189
Katerina’s Café;13/01/2014 19:50;L9362;C3547;credit;13 - Segunda-feira;19;90
Frydos Autosupply n' More;13/01/2014 19:59;L6110;C8411;both;13 - Segunda-feira;19;65
Katerina’s Café;13/01/2014 19:59;L6267;C6899;credit;13 - Segunda-feira;19;31
Guy's Gyros;13/01/2014 20:09;L9254;C7354;both;13 - Segunda-feira;20;22
Guy's Gyros;13/01/2014 20:11;L8566;C4795;both;13 - Segunda-feira;20;20
Guy's Gyros;13/01/2014 20:15;L3800;C7384;both;13 - Segunda-feira;20;37
Guy's Gyros;13/01/2014 20:18;L5259;C7819;both;13 - Segunda-feira;20;16
Katerina’s Café;13/01/2014 20:24;L9637;C2142;both;13 - Segunda-feira;20;36
Katerina’s Café;13/01/2014 20:33;L8012;C1310;credit;13 - Segunda-feira;20;91
Albert's Fine Clothing;13/01/2014 20:35;L4164;C7688;both;13 - Segunda-feira;20;288
Hippokampos;13/01/2014 20:35;L6886;C2463;both;13 - Segunda-feira;20;29
Hippokampos;13/01/2014 20:42;L7783;C1415;both;13 - Segunda-feira;20;32
Albert's Fine Clothing;13/01/2014 20:42;L4149;C1321;both;13 - Segunda-feira;20;49
Guy's Gyros;13/01/2014 20:42;L3288;C1286;credit;13 - Segunda-feira;20;89
Ouzeri Elian;13/01/2014 20:43;L1107;C2681;both;13 - Segunda-feira;20;22
Katerina’s Café;13/01/2014 20:44;L4034;C5407;credit;13 - Segunda-feira;20;94
Guy's Gyros;13/01/2014 20:44;L7291;C9683;credit;13 - Segunda-feira;20;16
Shoppers' Delight;13/01/2014 20:45;L9363;C6901;both;13 - Segunda-feira;20;144
Katerina’s Café;13/01/2014 20:47;L1682;C7253;credit;13 - Segunda-feira;20;22
Katerina’s Café;13/01/2014 20:51;L6119;C7889;credit;13 - Segunda-feira;20;56
Guy's Gyros;13/01/2014 20:59;L6544;C7108;both;13 - Segunda-feira;20;38
Katerina’s Café;13/01/2014 21:00;L4424;C1874;both;13 - Segunda-feira;21;28
Guy's Gyros;13/01/2014 21:08;L2247;C5368;both;13 - Segunda-feira;21;20
Frydos Autosupply n' More;13/01/2014 21:11;L9018;C2418;both;13 - Segunda-feira;21;202
Hippokampos;13/01/2014 21:12;L2070;C8332;both;13 - Segunda-feira;21;31
Hippokampos;13/01/2014 21:13;L6417;C7117;both;13 - Segunda-feira;21;32
Katerina’s Café;13/01/2014 21:16;L3259;C9405;both;13 - Segunda-feira;21;33
Hippokampos;13/01/2014 21:27;L5224;C8156;credit;13 - Segunda-feira;21;100
Brew've Been Served;14/01/2014 07:27;L2247;C5368;both;14 - Terça-feira;7;15
Brew've Been Served;14/01/2014 07:31;L8566;C4795;both;14 - Terça-feira;7;5
Hallowed Grounds;14/01/2014 07:35;L6119;C7889;both;14 - Terça-feira;7;11
Brew've Been Served;14/01/2014 07:35;L9254;C7354;both;14 - Terça-feira;7;7
Coffee Cameleon;14/01/2014 07:37;L9362;C3547;both;14 - Terça-feira;7;10
Brew've Been Served;14/01/2014 07:40;L7291;C9683;both;14 - Terça-feira;7;6
Hallowed Grounds;14/01/2014 07:42;L8012;C1310;both;14 - Terça-feira;7;5
Hallowed Grounds;14/01/2014 07:44;L8328;C8129;both;14 - Terça-feira;7;17
Brew've Been Served;14/01/2014 07:45;L9406;C4948;both;14 - Terça-feira;7;14
Hallowed Grounds;14/01/2014 07:45;L6544;C7108;both;14 - Terça-feira;7;13
Brew've Been Served;14/01/2014 07:45;L2490;C3484;both;14 - Terça-feira;7;11
Brew've Been Served;14/01/2014 07:45;L3259;C9405;both;14 - Terça-feira;7;17
Brew've Been Served;14/01/2014 07:48;L1485;C3853;both;14 - Terça-feira;7;6
Coffee Cameleon;14/01/2014 07:52;L9018;C2418;both;14 - Terça-feira;7;12
Coffee Cameleon;14/01/2014 07:53;L1682;C7253;both;14 - Terça-feira;7;16
Brew've Been Served;14/01/2014 07:53;L2343;C8202;both;14 - Terça-feira;7;10
Brew've Been Served;14/01/2014 07:53;L3800;C7384;both;14 - Terça-feira;7;8
Brew've Been Served;14/01/2014 07:53;L8148;C6816;both;14 - Terça-feira;7;4
Hallowed Grounds;14/01/2014 07:54;L4424;C1874;both;14 - Terça-feira;7;20
Hallowed Grounds;14/01/2014 07:54;L5553;C9617;credit;14 - Terça-feira;7;50
Coffee Cameleon;14/01/2014 07:56;L9637;C2142;both;14 - Terça-feira;7;8
Brew've Been Served;14/01/2014 07:58;L5259;C7819;both;14 - Terça-feira;7;12
Brew've Been Served;14/01/2014 08:03;L3288;C1286;both;14 - Terça-feira;8;3
Brew've Been Served;14/01/2014 08:07;L4034;C5407;both;14 - Terça-feira;8;16
Hallowed Grounds;14/01/2014 08:12;L7814;C3492;credit;14 - Terça-feira;8;40
Hallowed Grounds;14/01/2014 08:12;L1107;C2681;both;14 - Terça-feira;8;11
Brew've Been Served;14/01/2014 08:13;L6110;C8411;both;14 - Terça-feira;8;12
Brew've Been Served;14/01/2014 08:13;L9363;C6901;both;14 - Terça-feira;8;12
Hallowed Grounds;14/01/2014 08:16;L6267;C6899;both;14 - Terça-feira;8;6
Kronos Mart;14/01/2014 08:20;L6267;C6899;credit;14 - Terça-feira;8;59
Carlyle Chemical Inc.;14/01/2014 09:34;L5756;C7792;both;14 - Terça-feira;9;3631
Nationwide Refinery;14/01/2014 10:03;L9633;C9735;both;14 - Terça-feira;10;966
Stewart and Sons Fabrication;14/01/2014 11:01;L7761;C3506;credit;14 - Terça-feira;11;600
Nationwide Refinery;14/01/2014 11:45;L5756;C7792;both;14 - Terça-feira;11;571
Stewart and Sons Fabrication;14/01/2014 11:55;L9633;C9735;both;14 - Terça-feira;11;279
Coffee Shack;14/01/2014 12:00;L6417;C7117;both;14 - Terça-feira;12;4
Bean There Done That;14/01/2014 12:00;L7783;C1415;both;14 - Terça-feira;12;7
Bean There Done That;14/01/2014 12:00;L3191;C9635;both;14 - Terça-feira;12;19
Brewed Awakenings;14/01/2014 12:00;L4164;C7688;both;14 - Terça-feira;12;17
Brewed Awakenings;14/01/2014 12:00;L5947;C2540;both;14 - Terça-feira;12;8
Bean There Done That;14/01/2014 12:00;L3014;C1877;credit;14 - Terça-feira;12;15
Brewed Awakenings;14/01/2014 12:00;L2070;C8332;both;14 - Terça-feira;12;11
Bean There Done That;14/01/2014 12:00;L4149;C1321;credit;14 - Terça-feira;12;68
Bean There Done That;14/01/2014 12:00;L3366;C6895;both;14 - Terça-feira;12;6
Jack's Magical Beans;14/01/2014 12:00;L3288;C1286;credit;14 - Terça-feira;12;63
Jack's Magical Beans;14/01/2014 12:00;L5224;C8156;credit;14 - Terça-feira;12;96
Abila Airport;14/01/2014 12:30;L2769;C8642;both;14 - Terça-feira;12;228
Nationwide Refinery;14/01/2014 13:00;L7761;C3506;credit;14 - Terça-feira;13;1341
Abila Airport;14/01/2014 13:06;L3317;C2276;credit;14 - Terça-feira;13;3379
Katerina’s Café;14/01/2014 13:14;L5224;C8156;both;14 - Terça-feira;13;29
Hippokampos;14/01/2014 13:17;L1682;C7253;both;14 - Terça-feira;13;36
Chostus Hotel;14/01/2014 13:17;L5947;C2540;both;14 - Terça-feira;13;110
Katerina’s Café;14/01/2014 13:21;L5756;C7792;credit;14 - Terça-feira;13;34
Chostus Hotel;14/01/2014 13:21;L7291;C9683;both;14 - Terça-feira;13;113
Katerina’s Café;14/01/2014 13:22;L3366;C6895;both;14 - Terça-feira;13;10
